Date,Time,CO_GT,PT08_S1_CO,NMHC_GT,C6H6_GT,PT08_S2_NMHC,Nox_GT,PT08_S3_Nox,NO2_GT,PT08_S4_NO2,PT08_S5_O3,T,RH,AH,CO_level
8/13/2004,22:00:00,1.2,957,-200,5.1,767,57,867,74,1534,577,26.6,50.4,1.724,High
8/14/2004,8:00:00,1.2,969,-200,6.8,849,84,800,68,1626,890,25,53.2,1.663,High
8/14/2004,19:00:00,1.2,1001,-200,6.6,838,56,801,73,1614,668,32,38.2,1.788,High
8/14/2004,21:00:00,1.2,979,-200,6.1,818,57,797,72,1590,732,28.2,45.9,1.7272,High
8/15/2004,11:00:00,1.2,954,-200,6.3,826,56,870,70,1531,691,35.8,25.7,1.4861,High
8/19/2004,0:00:00,1.2,1001,-200,5.7,799,59,800,46,1642,753,27.7,53,1.9423,High
8/19/2004,8:00:00,1.2,1061,-200,7.8,891,53,721,57,1697,894,29,48.5,1.9133,High
8/19/2004,10:00:00,1.2,1031,-200,6.5,834,47,793,47,1640,737,32.5,39.4,1.8982,High
8/19/2004,12:00:00,1.2,1009,-200,6.3,824,35,822,44,1606,670,36.2,30.6,1.8105,High
8/19/2004,16:00:00,1.2,1022,-200,6.8,849,32,813,44,1583,732,39.9,23.8,1.7127,High
8/23/2004,22:00:00,1.2,895,-200,6.8,846,41,819,60,1371,787,26.6,30.6,1.0459,High
8/24/2004,1:00:00,1.2,919,-200,5.7,799,29,844,50,1409,881,22.2,43.1,1.1396,High
8/27/2004,23:00:00,1.2,-200,-200,-200,-200,74,-200,85,-200,-200,-200,-200,-200,High
8/28/2004,8:00:00,1.2,932,-200,7.1,861,75,767,62,1483,894,20.7,53.3,1.287,High
8/28/2004,12:00:00,1.2,958,-200,7.2,867,30,828,37,1468,660,34.3,24.5,1.3021,High
9/4/2004,1:00:00,1.2,1006,-200,6.7,845,-200,738,-200,1430,978,25.8,45.4,1.487,High
9/6/2004,14:00:00,1.2,953,-200,5.4,781,-200,889,-200,1356,641,29.8,28,1.1558,High
9/6/2004,23:00:00,1.2,932,-200,4.8,752,-200,889,-200,1310,687,25,37.3,1.1614,High
9/7/2004,0:00:00,1.2,966,-200,5.2,774,-200,859,-200,1352,644,24.6,40.5,1.2362,High
9/9/2004,1:00:00,1.2,980,-200,7.4,873,141,1088,98,1258,949,23.2,30.5,0.8558,High
9/10/2004,0:00:00,1.2,1031,-200,7.3,871,147,950,96,1393,972,25.2,38.1,1.2049,High
9/17/2004,22:00:00,1.2,908,-200,5.5,790,168,1046,90,1317,717,22.2,42.7,1.1237,High
9/18/2004,7:00:00,1.2,913,-200,6.4,830,173,980,82,1371,757,20,50.7,1.1724,High
9/18/2004,11:00:00,1.2,895,-200,5.2,776,178,1024,82,1274,640,26.6,30.7,1.0501,High
9/19/2004,2:00:00,1.2,940,-200,6.2,823,112,891,64,1415,853,19.6,56.6,1.2797,High
9/19/2004,3:00:00,1.2,949,-200,7.8,890,-200,854,-200,1484,884,18.8,59.8,1.2847,High
9/19/2004,15:00:00,1.2,925,-200,5.1,768,119,987,70,1289,541,31.1,26.1,1.163,High
9/24/2004,23:00:00,1.2,839,-200,3.8,701,55,1128,22,1156,553,15.5,50.9,0.888,High
9/25/2004,0:00:00,1.2,835,-200,3.9,705,19,1117,2,1161,592,15.6,50,0.8773,High
9/28/2004,6:00:00,1.2,875,-200,7.3,871,241,890,82,1253,890,12.1,62.6,0.8825,High
9/29/2004,23:00:00,1.2,981,-200,7.1,860,150,812,101,1298,1059,20.3,47.8,1.1281,High
10/8/2004,1:00:00,1.2,1040,-200,6.5,836,111,762,53,1423,974,20.3,62.5,1.472,High
10/10/2004,6:00:00,1.2,1082,-200,6.3,825,163,753,59,1526,930,21.3,69.1,1.7275,High
10/10/2004,10:00:00,1.2,1074,-200,5.1,767,143,814,58,1489,796,24.3,61.6,1.8468,High
10/12/2004,6:00:00,1.2,935,-200,6,810,243,881,74,1356,835,17.8,60.6,1.2276,High
10/13/2004,10:00:00,1.2,882,-200,5.3,776,281,932,72,1222,760,16.5,49.9,0.9289,High
10/23/2004,6:00:00,1.2,1039,-200,7.6,882,217,724,52,1473,1002,18.1,72.3,1.4927,High
10/24/2004,6:00:00,1.2,1029,-200,7.5,880,182,709,47,1451,965,17.3,78.4,1.532,High
10/24/2004,22:00:00,1.2,1010,-200,7.1,860,118,768,62,1450,1212,20.2,65.8,1.535,High
10/25/2004,6:00:00,1.2,1020,-200,7.2,866,253,749,59,1440,1087,15.8,79.6,1.417,High
10/27/2004,1:00:00,1.2,998,-200,5.7,799,115,786,67,1435,867,17.4,81.3,1.6066,High
10/28/2004,23:00:00,1.2,950,-200,5.4,782,127,862,69,1331,807,20.1,62.6,1.4543,High
11/4/2004,2:00:00,1.2,955,-200,5.2,775,140,831,55,1362,862,17.6,70.8,1.4105,High
11/6/2004,0:00:00,1.2,1033,-200,6.7,842,166,756,66,1362,941,17.6,66.5,1.3249,High
11/7/2004,3:00:00,1.2,914,-200,4.6,741,-200,891,-200,1210,803,17.1,59.2,1.1477,High
11/8/2004,12:00:00,1.2,827,-200,5.1,768,233,972,103,1040,671,13,40.1,0.5989,High
11/11/2004,3:00:00,1.2,934,-200,5.5,787,-200,822,-200,1147,974,8.1,78.1,0.8452,High
11/11/2004,22:00:00,1.2,904,-200,4.8,754,193,930,114,1172,805,12.3,73.4,1.049,High
11/12/2004,0:00:00,1.2,932,-200,4.5,740,167,926,92,1180,774,12.9,69.9,1.0371,High
11/14/2004,19:00:00,1.2,836,-200,3,653,207,1798,99,978,537,8.4,55.7,0.6155,High
11/17/2004,7:00:00,1.2,929,-200,4,713,183,987,92,1002,830,5.9,62,0.5811,High
11/18/2004,4:00:00,1.2,893,-200,3.8,701,185,935,84,1045,844,6.4,74,0.7134,High
11/19/2004,3:00:00,1.2,886,-200,2.3,608,-200,1013,-200,1143,611,14.9,65.3,1.1018,High
11/20/2004,7:00:00,1.2,880,-200,6,812,294,928,136,954,1040,6.9,39.4,0.3948,High
11/20/2004,20:00:00,1.2,1025,-200,8.4,916,294,832,149,1018,1262,9.5,35.9,0.4273,High
11/20/2004,21:00:00,1.2,1033,-200,7.6,881,339,855,159,999,1230,8,39.8,0.4286,High
11/26/2004,5:00:00,1.2,982,-200,4.8,752,196,844,77,1153,897,9,77.3,0.8873,High
11/29/2004,22:00:00,1.2,996,-200,4,710,124,1699,78,1182,783,16.3,59.7,1.0941,High
11/30/2004,0:00:00,1.2,1032,-200,3.6,688,109,1514,67,1200,737,15.6,66.6,1.1763,High
11/30/2004,2:00:00,1.2,1014,-200,4.5,737,124,1509,75,1288,765,13.2,84.4,1.2779,High
12/1/2004,2:00:00,1.2,900,-200,3.8,701,117,1955,76,1127,749,9.1,80,0.9299,High
12/5/2004,2:00:00,1.2,887,-200,3.4,679,180,969,96,1132,786,12.3,71.2,1.0175,High
12/8/2004,15:00:00,1.2,997,-200,4.6,742,179,911,82,1180,899,16.7,54.7,1.0311,High
12/11/2004,7:00:00,1.2,955,-200,5.2,772,243,1030,106,957,960,9.3,43.1,0.5062,High
12/15/2004,7:00:00,1.2,-200,-200,-200,-200,222,-200,83,-200,-200,-200,-200,-200,High
12/18/2004,18:00:00,1.2,784,-200,4.6,744,219,1080,102,802,608,12.4,19.6,0.2797,High
12/20/2004,2:00:00,1.2,938,-200,2.8,639,104,1020,83,1059,777,9.7,70.9,0.8539,High
12/23/2004,6:00:00,1.2,874,-200,2.5,623,125,1096,78,847,831,2.8,55.2,0.4177,High
12/28/2004,0:00:00,1.2,987,-200,4.1,715,165,884,101,1145,797,11,68.7,0.9001,High
1/1/2005,10:00:00,1.2,973,-200,4.7,748,190,878,97,968,991,4.7,57.2,0.4932,High
1/2/2005,8:00:00,1.2,954,-200,3.4,674,180,940,88,981,891,2.1,73.1,0.5289,High
1/4/2005,1:00:00,1.2,-200,-200,-200,-200,167,-200,104,-200,-200,-200,-200,-200,High
1/7/2005,2:00:00,1.2,1010,-200,3.1,661,142,881,82,1100,853,8,75,0.8098,High
1/8/2005,4:00:00,1.2,972,-200,3.4,674,169,926,88,1032,882,7.9,69.3,0.7413,High
1/8/2005,5:00:00,1.2,973,-200,3.4,675,184,903,94,1029,905,7.4,71.7,0.7434,High
1/8/2005,6:00:00,1.2,985,-200,3.6,691,205,878,97,1056,902,7.7,71.9,0.7575,High
1/10/2005,2:00:00,1.2,1052,-200,3.9,704,141,807,96,1210,909,13.2,69.9,1.0526,High
1/12/2005,0:00:00,1.2,1208,-200,9.6,964,399,602,127,1305,1350,12,66.6,0.9293,High
1/16/2005,6:00:00,1.2,951,-200,4.5,737,166,910,106,977,922,4.7,62.3,0.5368,High
1/16/2005,18:00:00,1.2,899,-200,3.4,674,212,1002,132,893,691,8.4,40.9,0.4542,High
1/16/2005,22:00:00,1.2,907,-200,3.9,705,199,995,130,880,767,7,41.5,0.4193,High
1/17/2005,1:00:00,1.2,894,-200,3.5,682,147,991,110,881,770,6,46,0.4349,High
1/19/2005,9:00:00,1.2,1036,-200,7.3,868,314,732,152,1158,958,7.1,65.4,0.6644,High
1/19/2005,23:00:00,1.2,945,-200,3.9,707,159,963,97,1005,657,8.8,50.9,0.5781,High
1/24/2005,20:00:00,1.2,976,-200,7.3,870,221,795,152,971,861,6.9,42.5,0.4257,High
1/27/2005,13:00:00,1.2,922,-200,4.1,716,192,930,115,893,643,6.6,41.2,0.4046,High
1/28/2005,0:00:00,1.2,895,-200,3.4,677,143,999,111,827,700,3.7,46,0.3701,High
1/29/2005,14:00:00,1.2,893,-200,3,653,152,987,102,845,550,3.4,46.6,0.3668,High
1/29/2005,16:00:00,1.2,873,-200,2.6,629,122,1049,87,817,467,4.4,43.7,0.3688,High
1/30/2005,19:00:00,1.2,880,-200,2.8,641,215,1077,140,759,537,5.4,30.1,0.2726,High
2/4/2005,0:00:00,1.2,1083,-200,6.4,828,235,734,161,1067,1273,6,62.7,0.589,High
2/4/2005,1:00:00,1.2,1055,-200,5.1,771,217,781,147,1030,1174,5.1,65.4,0.5797,High
2/4/2005,13:00:00,1.2,1019,-200,6.3,825,229,781,138,994,901,14.5,28.3,0.4665,High
2/5/2005,23:00:00,1.2,983,-200,4.9,760,236,869,162,898,939,4.2,43.2,0.3605,High
2/6/2005,13:00:00,1.2,911,-200,3.5,683,188,981,135,790,558,11.1,23.5,0.3105,High
2/13/2005,13:00:00,1.2,1198,-200,4.9,758,142,698,107,1277,1001,18.7,48,1.0259,High
2/15/2005,12:00:00,1.2,889,-200,4.4,734,216,942,134,801,566,12.8,19.8,0.2933,High
2/17/2005,11:00:00,1.2,990,-200,3.9,705,217,873,139,913,772,9,41.4,0.4775,High
2/17/2005,23:00:00,1.2,939,-200,2.8,637,129,960,106,883,607,7.1,47.9,0.4867,High
2/18/2005,0:00:00,1.2,975,-200,3.3,670,129,943,105,910,616,6.9,48.7,0.4874,High
2/19/2005,3:00:00,1.2,966,-200,3.9,703,-200,865,-200,903,989,2.2,59.6,0.4333,High
2/19/2005,13:00:00,1.2,992,-200,3.5,685,166,890,126,902,818,11.2,34.5,0.4586,High
2/19/2005,14:00:00,1.2,1018,-200,3.7,693,157,868,118,937,683,13.8,32.4,0.5084,High
2/20/2005,17:00:00,1.2,1009,-200,2.8,640,151,915,115,996,613,8.4,56.3,0.6227,High
2/21/2005,7:00:00,1.2,1054,-200,5.5,786,183,766,123,1129,699,4.2,80.9,0.6742,High
2/21/2005,23:00:00,1.2,961,-200,2.9,643,163,914,124,1046,825,6.4,70.7,0.6848,High
2/23/2005,12:00:00,1.2,992,-200,3.7,694,266,900,169,1020,756,3.9,79.5,0.6482,High
2/27/2005,9:00:00,1.2,970,-200,3.7,691,208,891,124,956,890,3.7,64.8,0.5208,High
2/27/2005,18:00:00,1.2,905,-200,2.9,648,188,1007,132,822,509,6.8,41,0.4072,High
2/28/2005,9:00:00,1.2,883,-200,3.1,659,216,943,122,842,527,2.7,49.4,0.3714,High
3/2/2005,13:00:00,1.2,891,-200,5.5,790,205,927,131,764,584,9.3,18.4,0.2157,High
3/3/2005,6:00:00,1.2,1160,-200,5.1,770,212,702,121,1063,1447,2.8,74.1,0.5618,High
3/4/2005,3:00:00,1.2,982,-200,2.5,617,-200,891,-200,977,1024,4.5,70.6,0.6004,High
3/7/2005,1:00:00,1.2,942,-200,3.2,666,140,960,116,848,553,5.4,48.8,0.4393,High
3/7/2005,14:00:00,1.2,891,-200,4.5,740,177,919,124,788,502,10,25.2,0.3079,High
3/8/2005,2:00:00,1.2,929,-200,3.1,659,220,920,147,851,1033,2,53.5,0.3831,High
3/17/2005,1:00:00,1.2,1080,-200,4.4,732,142,748,111,1087,1093,13.3,51.4,0.7821,High
3/18/2005,7:00:00,1.2,1028,-200,5.4,784,266,709,113,1110,996,7.5,66.7,0.6943,High
3/20/2005,13:00:00,1.2,1063,-200,3.4,678,163,796,109,1107,522,21.5,35,0.8886,High
3/21/2005,23:00:00,1.2,1033,-200,4.9,759,154,735,117,1185,937,13.8,65.2,1.0275,High
3/23/2005,7:00:00,1.2,1143,-200,6.1,818,279,646,103,1316,1122,14,68.6,1.0918,High
3/26/2005,3:00:00,1.2,1167,-200,6.4,829,202,622,89,1360,1172,16.1,71.3,1.2955,High
3/28/2005,1:00:00,1.2,1031,-200,3,652,173,803,101,1256,775,14.4,78,1.2741,High
3/28/2005,14:00:00,1.2,1071,-200,4.8,752,132,736,81,1289,668,23.6,39.4,1.132,High
3/30/2005,0:00:00,1.2,1024,-200,4.9,759,178,721,101,1224,944,13,71.9,1.0697,High
3/31/2005,0:00:00,1.2,1013,-200,4.8,754,146,729,101,1245,954,14.5,67.8,1.1171,High
3/31/2005,11:00:00,1.2,984,-200,4.2,724,185,810,118,1088,630,21,36.9,0.9089,High
3/31/2005,12:00:00,1.2,980,-200,4.3,728,164,808,108,1098,565,22.8,33,0.904,High
3/31/2005,13:00:00,1.2,970,-200,4,710,150,833,100,1094,535,24,30.3,0.8925,High
4/2/2005,19:00:00,1.2,936,-200,3.5,685,171,866,124,942,568,15.5,33.9,0.5957,High
4/3/2005,9:00:00,1.2,1022,-200,4.1,715,192,806,118,1004,831,17.8,30.7,0.6205,High
4/3/2005,18:00:00,1.2,1015,-200,4.6,743,190,851,138,981,597,22.8,21.7,0.5945,High
4/3/2005,23:00:00,1.2,1100,-200,5.1,769,170,722,128,1147,1049,14.3,52.5,0.8497,High
3/11/2004,7:00:00,1.1,1144,29,3.2,667,98,1490,82,1339,730,10.2,59.6,0.7417,High
3/15/2004,3:00:00,1.1,1078,44,4.4,734,-200,1128,-200,1487,1021,12.6,63.5,0.923,High
3/20/2004,7:00:00,1.1,1064,-200,4.3,728,115,1161,91,1461,842,13.5,58.4,0.896,High
3/21/2004,5:00:00,1.1,1062,-200,4,711,55,1136,66,1461,700,14.9,60.6,1.0196,High
3/22/2004,23:00:00,1.1,1006,89,4.3,729,65,1142,80,1370,795,14.5,49.4,0.8106,High
3/23/2004,7:00:00,1.1,1061,60,4.6,745,103,1178,88,1429,616,9.8,75,0.9093,High
3/24/2004,1:00:00,1.1,997,74,4.6,744,76,1151,79,1405,832,10.8,62.5,0.8082,High
3/25/2004,7:00:00,1.1,1038,55,3.8,697,84,1260,82,1383,605,8.1,79,0.8544,High
3/26/2004,23:00:00,1.1,972,60,4.1,715,66,1237,74,1258,644,9.9,50.2,0.6103,High
3/27/2004,3:00:00,1.1,1026,59,3.8,699,-200,1191,-200,1292,851,7.9,63.5,0.6777,High
3/27/2004,7:00:00,1.1,976,42,3.3,669,68,1270,65,1266,795,7.2,62.9,0.6396,High
3/28/2004,6:00:00,1.1,983,63,3.6,688,77,1251,62,1342,806,7.7,66.4,0.699,High
3/28/2004,21:00:00,1.1,968,75,3.3,669,67,1261,81,1246,538,12.3,46.8,0.6686,High
3/28/2004,22:00:00,1.1,960,65,3.2,666,63,1266,80,1224,544,11.9,46.5,0.6449,High
3/28/2004,23:00:00,1.1,942,57,2.9,648,63,1300,77,1204,500,11.5,46.6,0.6319,High
3/29/2004,22:00:00,1.1,930,58,4,710,61,1278,82,1137,509,13.5,28.5,0.4405,High
3/30/2004,6:00:00,1.1,1054,86,5.3,779,111,1080,98,1266,1013,11.3,40.3,0.5376,High
4/1/2004,2:00:00,1.1,1034,71,4.1,716,50,1085,55,1405,891,10.7,67.2,0.863,High
4/2/2004,6:00:00,1.1,1067,93,4.3,727,91,1055,82,1448,903,11.4,71.8,0.9671,High
4/6/2004,23:00:00,1.1,1012,94,4.8,752,66,1053,74,1393,649,15.7,47,0.8325,High
4/8/2004,2:00:00,1.1,965,83,4.1,716,56,1087,72,1383,827,8.2,79.6,0.8672,High
4/8/2004,6:00:00,1.1,939,59,4.8,754,74,1169,64,1384,797,8.1,70.4,0.7609,High
4/11/2004,8:00:00,1.1,912,88,3.7,694,61,1196,58,1343,727,8.7,64.3,0.7267,High
4/11/2004,13:00:00,1.1,894,66,4,710,61,1209,70,1200,611,22.3,22.4,0.5955,High
4/11/2004,20:00:00,1.1,922,65,3.4,674,63,1220,78,1205,498,15.6,37.5,0.6575,High
4/11/2004,21:00:00,1.1,925,63,3.5,680,60,1223,76,1217,481,15.5,36.7,0.6438,High
4/11/2004,22:00:00,1.1,924,61,2.9,648,63,1272,74,1186,465,14.5,39,0.6428,High
4/11/2004,23:00:00,1.1,914,63,3.1,661,66,1256,81,1187,478,14.2,38.2,0.6163,High
4/12/2004,12:00:00,1.1,1004,64,2.8,641,85,1201,71,1305,557,12.1,60.5,0.8505,High
4/14/2004,0:00:00,1.1,1047,74,4.9,760,64,1032,74,1379,1003,11.5,61.4,0.8303,High
4/24/2004,3:00:00,1.1,1022,113,5.8,802,-200,916,-200,1481,1078,15.7,53.6,0.9483,High
4/24/2004,22:00:00,1.1,1007,64,3,650,53,1157,54,1404,528,12.9,79.7,1.1774,High
4/26/2004,0:00:00,1.1,893,66,3.9,703,55,1192,57,1283,515,14.1,44.9,0.7206,High
4/28/2004,6:00:00,1.1,1030,95,7.5,880,76,892,69,1539,996,13.9,60.7,0.9597,High
5/2/2004,13:00:00,1.1,948,-200,4.8,754,64,1086,64,1436,602,24.4,32.7,0.9863,High
5/2/2004,16:00:00,1.1,1018,-200,5.5,790,69,1047,67,1443,580,25.9,28.1,0.9258,High
5/3/2004,22:00:00,1.1,1016,-200,5.3,780,61,967,70,1566,806,19.5,57.1,1.2806,High
5/4/2004,23:00:00,1.1,932,-200,5,765,58,1054,61,1543,575,17.3,59.5,1.1667,High
5/5/2004,22:00:00,1.1,861,-200,3.7,695,56,1130,67,1438,500,13.9,72.5,1.1502,High
5/6/2004,12:00:00,1.1,885,-200,5.2,772,57,1035,56,1450,524,13,64.3,0.9586,High
5/10/2004,23:00:00,1.1,953,-200,6.4,830,88,986,86,1521,860,16,56.5,1.0166,High
5/15/2004,3:00:00,1.1,941,-200,5.6,792,-200,975,-200,1397,889,14.8,50.6,0.8489,High
5/23/2004,15:00:00,1.1,1005,-200,4.9,758,51,1091,57,1434,522,26.8,27.3,0.9462,High
5/23/2004,19:00:00,1.1,1085,-200,5.8,805,69,972,65,1528,718,25.3,36.3,1.1513,High
5/23/2004,22:00:00,1.1,1110,-200,6,814,75,948,73,1571,854,20.5,49.3,1.173,High
5/24/2004,14:00:00,1.1,875,-200,6.9,854,111,1160,85,1200,595,25.1,13.1,0.4129,High
5/25/2004,7:00:00,1.1,1002,-200,8.8,932,101,949,82,1405,917,15.2,31,0.5329,High
5/29/2004,1:00:00,1.1,940,-200,6.8,849,93,1091,103,1509,764,18.5,48.7,1.0286,High
5/30/2004,19:00:00,1.1,990,-200,8.8,930,89,1045,95,1506,739,27.4,23.8,0.858,High
5/31/2004,20:00:00,1.1,1020,-200,10.7,1003,97,904,96,1716,916,21.7,46.9,1.2044,High
6/5/2004,10:00:00,1.1,891,-200,5.3,780,87,1110,68,1543,689,24.1,41.3,1.2202,High
6/5/2004,11:00:00,1.1,883,-200,5.3,778,61,1130,57,1545,608,25.9,36.9,1.2133,High
6/6/2004,0:00:00,1.1,895,-200,5.6,792,39,975,58,1574,733,21.9,52.7,1.365,High
6/6/2004,2:00:00,1.1,968,-200,6.6,840,47,891,58,1727,788,17.5,79.1,1.5709,High
6/6/2004,3:00:00,1.1,922,-200,7,859,-200,871,-200,1739,728,17.6,78.6,1.5722,High
6/11/2004,1:00:00,1.1,919,-200,7.5,880,70,915,86,1628,1013,24.2,39.5,1.1764,High
6/12/2004,18:00:00,1.1,1022,-200,6.2,823,51,964,61,1599,631,32.5,27.6,1.3229,High
6/12/2004,19:00:00,1.1,1024,-200,6.3,828,46,936,52,1601,641,29.1,35.1,1.3919,High
6/12/2004,20:00:00,1.1,1048,-200,6.3,828,52,922,59,1618,683,26.9,39.7,1.3898,High
6/14/2004,22:00:00,1.1,870,-200,4.7,749,64,1096,74,1487,612,22.2,44.1,1.1654,High
6/19/2004,16:00:00,1.1,-200,-200,-200,-200,52,-200,65,-200,-200,-200,-200,-200,High
6/19/2004,18:00:00,1.1,-200,-200,-200,-200,44,-200,56,-200,-200,-200,-200,-200,High
6/20/2004,16:00:00,1.1,-200,-200,-200,-200,53,-200,71,-200,-200,-200,-200,-200,High
6/22/2004,0:00:00,1.1,889,-200,6.4,831,74,956,79,1570,760,20.5,49.9,1.1903,High
6/24/2004,13:00:00,1.1,975,-200,5.7,798,51,939,55,1576,570,32.8,28.9,1.412,High
6/26/2004,3:00:00,1.1,844,-200,4.9,759,-200,1005,-200,1409,848,19.5,42.3,0.9461,High
6/27/2004,12:00:00,1.1,939,-200,6.3,828,59,991,74,1486,639,37.8,18.5,1.1977,High
7/3/2004,1:00:00,1.1,953,-200,7.4,874,72,854,84,1528,899,24.2,37.3,1.1118,High
7/3/2004,16:00:00,1.1,956,-200,7.1,862,65,930,82,1479,636,38,16.8,1.0933,High
7/3/2004,20:00:00,1.1,1003,-200,7.5,880,59,864,67,1537,695,29.1,29.6,1.1792,High
7/4/2004,1:00:00,1.1,983,-200,6.4,831,68,847,71,1585,887,24.5,44.4,1.3476,High
7/4/2004,2:00:00,1.1,1007,-200,7.2,864,65,816,71,1639,987,22.6,51,1.3805,High
7/4/2004,8:00:00,1.1,1022,-200,6.1,817,64,835,69,1669,821,23.7,54.3,1.5731,High
7/10/2004,8:00:00,1.1,959,-200,6.8,848,91,859,84,1572,739,25,41.6,1.301,High
7/10/2004,10:00:00,1.1,916,-200,6.7,843,81,891,97,1511,614,29.1,29.7,1.1751,High
7/14/2004,1:00:00,1.1,868,-200,6.7,846,72,925,69,1448,836,23,33.8,0.9406,High
7/18/2004,2:00:00,1.1,971,-200,5.5,790,46,871,64,1447,875,24.3,38.1,1.1398,High
7/22/2004,6:00:00,1.1,1032,-200,6.3,826,58,781,60,1627,1075,25,49.2,1.5418,High
7/24/2004,16:00:00,1.1,1012,-200,5.2,775,49,899,53,1547,562,36.6,28.2,1.697,High
7/24/2004,22:00:00,1.1,984,-200,5,762,47,870,57,1557,560,27.3,45.7,1.6308,High
7/31/2004,16:00:00,1.1,976,-200,6.9,852,47,866,77,1467,559,40.4,19.8,1.4724,High
8/6/2004,17:00:00,1.1,970,-200,7.9,894,57,761,64,1649,756,32.5,40.6,1.9481,High
8/7/2004,13:00:00,1.1,902,-200,6,813,56,875,64,1518,588,37.5,24.7,1.5637,High
8/8/2004,1:00:00,1.1,918,-200,5.8,805,43,816,55,1571,759,25.4,55.1,1.7628,High
8/9/2004,1:00:00,1.1,967,-200,6.3,824,40,774,51,1637,862,25.5,61.6,1.9804,High
8/10/2004,15:00:00,1.1,1013,-200,7.2,864,59,819,75,1544,644,40.5,23.3,1.7416,High
8/11/2004,6:00:00,1.1,1074,-200,7.2,866,78,717,42,1768,1075,26.1,63.7,2.117,High
8/12/2004,13:00:00,1.1,955,-200,5.1,766,58,898,58,1597,620,37.1,30.5,1.8962,High
8/12/2004,16:00:00,1.1,942,-200,5.7,800,52,877,69,1567,581,38.1,26.3,1.7252,High
8/13/2004,1:00:00,1.1,968,-200,5.6,794,39,836,48,1688,654,27.2,59.3,2.1059,High
8/13/2004,12:00:00,1.1,918,-200,5.3,779,65,896,89,1537,551,35.8,27.7,1.6041,High
8/13/2004,20:00:00,1.1,919,-200,5.7,796,62,870,80,1538,560,28.1,41.1,1.535,High
8/14/2004,7:00:00,1.1,967,-200,6.3,826,68,821,61,1639,822,24,57.2,1.6835,High
8/15/2004,9:00:00,1.1,955,-200,6,811,61,841,59,1562,759,26.3,50.1,1.6889,High
8/15/2004,12:00:00,1.1,875,-200,4.8,753,31,978,36,1402,579,38.3,19.8,1.3067,High
8/15/2004,20:00:00,1.1,883,-200,4.4,731,56,988,87,1384,693,30.6,28.4,1.2247,High
8/15/2004,21:00:00,1.1,906,-200,5.5,790,51,936,85,1430,729,29.4,30.5,1.2288,High
8/19/2004,11:00:00,1.1,1011,-200,6.1,816,33,830,35,1614,680,36.9,30.9,1.8934,High
8/19/2004,13:00:00,1.1,980,-200,5.6,793,32,858,43,1549,654,37.7,27.7,1.778,High
8/23/2004,16:00:00,1.1,857,-200,5.2,775,45,979,55,1258,512,37.3,15.4,0.9692,High
8/23/2004,23:00:00,1.1,902,-200,5.7,797,32,845,49,1355,841,26,33.1,1.0955,High
8/24/2004,0:00:00,1.1,904,-200,5.8,801,44,852,53,1400,862,24.1,37.9,1.1204,High
8/24/2004,6:00:00,1.1,868,-200,5.7,798,83,866,71,1392,824,20.1,47.8,1.1093,High
8/25/2004,2:00:00,1.1,930,-200,4.7,749,59,823,62,1464,777,23.7,53.2,1.5418,High
8/25/2004,6:00:00,1.1,994,-200,6.4,829,108,784,78,1581,982,23.6,54.2,1.5583,High
8/26/2004,22:00:00,1.1,-200,-200,-200,-200,68,-200,71,-200,-200,-200,-200,-200,High
8/27/2004,6:00:00,1.1,-200,-200,-200,-200,92,-200,52,-200,-200,-200,-200,-200,High
8/28/2004,13:00:00,1.1,903,-200,5.8,805,49,886,64,1361,581,33.4,22.5,1.1398,High
9/5/2004,4:00:00,1.1,929,-200,5.1,769,-200,879,-200,1335,607,26.4,35.1,1.1919,High
9/5/2004,18:00:00,1.1,880,-200,4.3,728,-200,1046,-200,1167,514,31.6,18,0.8243,High
9/17/2004,0:00:00,1.1,944,-200,10.7,1005,363,874,109,1633,1094,21.3,55.8,1.3974,High
9/17/2004,14:00:00,1.1,893,-200,6.3,828,169,988,81,1357,672,23.2,42.8,1.2017,High
9/18/2004,8:00:00,1.1,903,-200,5,765,176,1035,81,1317,712,20.7,49.7,1.197,High
9/18/2004,14:00:00,1.1,885,-200,5,765,162,1017,78,1268,619,27.6,29.2,1.0594,High
9/18/2004,15:00:00,1.1,903,-200,5.3,779,137,1010,73,1278,583,28.1,28.6,1.0715,High
9/20/2004,0:00:00,1.1,980,-200,5.7,800,100,863,79,1407,903,22.7,53.8,1.4666,High
9/22/2004,0:00:00,1.1,962,-200,5.9,808,99,866,74,1430,868,22.6,56.3,1.5233,High
9/25/2004,1:00:00,1.1,837,-200,3.7,693,26,1096,7,1178,584,15.4,53.6,0.9326,High
9/25/2004,10:00:00,1.1,862,-200,4.3,729,173,1103,64,1171,603,18.2,41.9,0.8674,High
9/25/2004,16:00:00,1.1,815,-200,4.6,743,54,1183,21,1095,536,22.1,24.8,0.6514,High
9/28/2004,23:00:00,1.1,930,-200,5.7,796,135,883,85,1263,977,18.6,49.1,1.0435,High
9/29/2004,0:00:00,1.1,929,-200,5.9,805,146,879,86,1270,974,17.2,53.9,1.0498,High
10/10/2004,3:00:00,1.1,991,-200,4.9,759,-200,845,-200,1440,658,23.5,61.3,1.7538,High
10/10/2004,8:00:00,1.1,1049,-200,6.3,826,150,765,51,1521,917,22.2,65.2,1.7256,High
